id,sex,age,marital,child,educ,source,smoke,smokenum,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,Rop2,Rop4,Rop6,Rmast1,Rmast3,Rmast4,Rmast6,Rmast7,Rpss4,Rpss5,Rpss7,Rpss8,Rsest3,Rsest5,Rsest7,Rsest9,Rsest10,Rpc1,Rpc2,Rpc7,Rpc11,Rpc15,Rpc16,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss,agegp3,agegp5,educrec,rel
404,FEMALES,24,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,NO, ,4,1,4,1,5,1,2,4,2,1,3,2,1,5,1,1,4,1,5,5,1,5,1,1,3,3,1,4,1,5,5,1,1,6,7,7,5,6,1,1,2,5,5,1,4,5,1,1,4,4,1,4,1,4,1,4,1,1,0,1,1,1,1,0,1,1,0,1,4,1,5,4,4,4,1,4,4,4,1,4,3,4,2,1,4,4,5,5,5,3,3,4,3,4,1,1,2,1,4,4,4,4,4,2,5,5,5,4,5,28,24,44,10,31,12,40,7,74,18 - 29,18 - 24,completed undergrad uni,In a relationship
331,MALES,22,LIVING WITH PARTNER,NO,SOME SECONDARY,MONEY/FINANCES,YES,150,2,4,2,5,2,5,3,4,1,1,4,2,4,4,1,1,3,2,5,4,2,3,3,2,4,4,2,5,2,5,3,1,1,2,2,3,2,2,3,3,4,2,2,4,4,3,4,3,3,3,2,4,3,2,4,2,4,4,0,1,1,0,0,0,0,0,0,0,2,4,3,4,5,1,4,4,2,2,4,2,2,1,3,1,2,4,2,1,1,2,4,4,3,1,4,4,2,3,3,2,1,1,1,4,2,2,2,3,5,10,22,40,17,11,34,22,2,50,18 - 29,18 - 24,did not complete high school,Not in a relationship
336,FEMALES,43,REMARRIED,NO,COMPLETED UNDERGRADUATE,WORK,NO,0,2,4,3,3,4,2,3,3,3,3,3,1,2,4,3,1,2,2,4,3,3,4,2,2,1,4,1,1,2,2,3,1,1,2,6,4,3,4,4,3,3,3,2,4,2,2,4,4,3,3,1,3,1,3,1,3,2,3,1,1,1,0,0,1,1,1,0,1,3,3,3,3,2,2,1,1,1,3,1,1,2,1,3,1,1,3,2,3,4,2,2,2,4,3,3,4,4,4,4,4,4,3,2,3,3,5,5,3,5,18,19,28,18,19,37,32,7,47,30 - 44,41 - 49,completed undergrad uni,Not in a relationship
5,FEMALES,48,MARRIED FIRST TIME,NO,COMPLETED HIGHSCHOOL,RELATIONSHIPS,NO,0,5,1,5,1,5,1,1,4,1,3,4,1,1,4,1,1,5,1,5,4,1,4,1,1,4,4,1,3,1,4,4,1,1,4,6,6,3,3,1,1,1,5,4,1,5,5,2,1,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,0,1,1,0,0,2,1,5,5,5,5,1,5,5,5,2,5,4,4,1,1,5,5,5,5,5,4,4,2,4,4,1,2,1,1,4,4,4,4,4,4,5,5,4,5,5,30,26,41,10,22,12,40,7, ,45+,41 - 49,completed high school,Not in a relationship
291,FEMALES,30,SINGLE,NO,SOME ADDITIONAL TRAINING,WORK,YES,25,3,3,3,3,4,3,3,3,2,1,3,3,2,4,3,2,4,2,4,5,2,5,3,2,5,4,2,3,2,4,5,4,4,4,5,4,4,3,3,3,4,3,3,4,3,2,4,4,3,4,2,3,2,3,2,3,3,3,1,1,1,1,1,0,0,1,0,0,2,5,1,2,3,2,3,2,3,2,4,2,2,2,4,3,2,2,3,3,3,2,3,4,2,3,3,3,3,4,3,3,3,2,2,4,1,3,2,2,3,19,20,43,26,20,35,29,6,40,30 - 44,25 - 32,some additional training,In a relationship
79,FEMALES,46,REMARRIED,YES,COMPLETED HIGHSCHOOL,"TIME (lack of time, too much to do)",NO,0,3,5,5,5,4,3,3,4,4,4,4,2,3,3,4,2,1,1,4,5,2,3,4,4,5,4,1,5,1,5,5,5,5,6,6,6,6,6,4,5,5,4,5,5,3,4,5,5,4,4,1,4,2,3,4,3,4,3,1,1,1,1,1,0,1,1,1,0,2,1,5,4,5,3,1,4,5,4,5,2,2,1,1,1,1,3,1,1,3,2,1,1,3,2,2,1,3,2,4,3,1,1,2,4,5,5,1,5,5,17,17,40,29,30,37,29,8,64,45+,41 - 49,completed high school,Not in a relationship
342,MALES,24,STEADY RELATIONSHIP,NO,COMPLETED UNDERGRADUATE,RELATIONSHIPS,NO,0,2,3,3,2,3,2,2,3,3,2,4,4,3,4,5,4,2,3,2,1,4,4,3,4,2,2,4,3,4,1,1,4,1,3,3,2,3,1,3,4,4,3,2,4,3,2,4,3,4,4,2,3,3,3,3,2,3,3,0,0,1,1,0,0,0,0,0,0,4,2,4,3,3,2,4,2,5,4,5,2,4,2,2,2,3,4,3,4,4,3,2,3,1,2,3,4,3,4,3,2,2,2,2,2,4,2,1,4,4,19,18,22,36,12,36,27,2,55,18 - 29,18 - 24,completed undergrad uni,Not in a relationship
219,MALES,63,MARRIED FIRST TIME,NO,COMPLETED UNDERGRADUATE,CHILDREN,NO, ,2,1,4,1,5,1,2,3,1,2,3,1,1,5,1,1,3,1,4,4,1,3,1,1,1,3,1,1,1,3,3,1,1,2,6,5,5,2,3,1,1,5,4,2,5,5,2,1,4,4,1,4,1,4,2,4,1,1,1,1,1,0,0,0,1,1,1,1,1,1,5,5,4,3,1,3,5,5,1,3,5,2,1,1,4,5,5,5,5,3,4,3,4,4,1,2,1,1,4,4,3,4,4,5,5,5,5,5,5,26,24,30,10,20,15,39,7,79,45+,50+,completed undergrad uni,Not in a relationship
85,FEMALES,20,SINGLE,NO,SOME ADDITIONAL TRAINING,HEALTH/ILLNESS,NO,0,3,5,4,4,2,4,4,2,2,2,2,4,3,2,4,3,2,2,3,4,3,2,2,4,2,2,3,2,3,3,2,2,2,1,2,1,1,1,4,4,4,2,1,4,2,2,4,4,2,2,2,2,2,1,2,1,4,4,1,1,1,1,1,0,0,0,0,0,4,3,2,2,2,3,3,4,3,3,4,4,3,3,3,2,3,3,1,2,2,1,3,3,1,2,4,5,4,4,3,3,3,1,1,2,3,3,2,3,4,14,14,24,28,6,41,19,5,52,18 - 29,18 - 24,some additional training,In a relationship
11,FEMALES,22,STEADY RELATIONSHIP,NO,COMPLETED UNDERGRADUATE,WORK,NO,0,1,4,1,4,2,4,3,4,3,1,3,3,2,5,4,4,2,2,5,3,4,2,5,4,4,3,5,4,4,3,3,2,2,4,3,3,5,5,4,4,3,2,3,3,2,2,5,3,4,3,2,3,2,1,4,2,4,4,1,1,1,0,0,0,0,0,0,0,4,4,3,2,3,2,4,2,2,3,3,3,1,2,4,3,2,2,2,2,2,2,2,4,2,3,4,3,4,4,3,3,1,1,1,2,2,2,3,2,3,10,20,34,36,20,37,22,3,41,18 - 29,18 - 24,completed undergrad uni,Not in a relationship
494,FEMALES,21,STEADY RELATIONSHIP,NO,SOME SECONDARY,WORK,NO, ,3,2,3,2,3,2,2,3,1,4,4,1,1,4,4,1,1,1,1,4,2,1,1,2,1,2,1,3,1,3,3,1,2,5,3,3,4,4,2,2,3,4,3,1,4,4,2,1,4,4,1,4,1,2,4,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,2,2,3,5,1,2,2,2,2,2,5,1,3,2,2,2,4,4,4,3,4,1,4,4,2,3,2,2,4,4,1,4,4,5,5,5,4,3,4,21,23,23,16,19,20,33,5,56,18 - 29,18 - 24,did not complete high school,Not in a relationship
127,FEMALES,37,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,MONEY/FINANCES,NO,2,4,2,4,1,5,1,1,4,1,4,4,1,1,5,1,1,4,1,5,4,1,5,1,3,3,5,1,5,1,4,5,1,1,6,6,6,6,5,2,1,2,5,5,1,5,5,2,1,4,4,1,4,4,3,1,3,4,1,0,1,1,0,1,0,1,1,0,1,1,3,5,4,5,3,1,4,4,4,1,3,4,3,2,2,3,4,4,5,5,4,4,1,4,4,1,1,1,1,4,1,4,1,4,5,3,5,5,4,4,27,25,45,12,29,13,32,6,72,30 - 44,33 - 40,some additional training,Not in a relationship
359,FEMALES,39,MARRIED FIRST TIME,YES,COMPLETED UNDERGRADUATE,FAMILY,NO,0,2,4,1,5,2,4,4,2,4,4,2,3,3,2,4,1,1,1,3,5,2,1,3,4,1,1,1,1,1,1,3,1,1,4,3,5,3,1,4,3,3,2,2,3,3,2,4,3,3,3,2,2,2,2,3,1,3,2,0,1,1,1,1,1,1,0,0,0,4,4,2,1,2,2,3,3,3,4,2,3,4,4,2,2,3,3,2,1,2,1,1,1,2,2,4,4,3,4,3,3,2,2,3,2,2,3,4,4,4,10,11,19,19,16,35,24,6,53,30 - 44,33 - 40,completed undergrad uni,Not in a relationship
459,MALES,32,LIVING WITH PARTNER,YES,SOME ADDITIONAL TRAINING,WORK,NO,0,3,1,3,2,4,1,1,3,2,1,4,1,2,3,1,1,3,1,3,3,1,4,1,2,3,4,1,3,1,3,4,1,1,5,5,5,5,3,1,1,1,4,4,1,4,4,1,1,4,4,1,4,1,3,1,4,1,1,1,1,1,0,0,0,0,1,0,0,4,4,4,2,3,1,4,2,3,3,2,1,2,1,5,5,1,2,5,4,5,4,3,4,4,3,2,2,2,2,4,4,4,4,4,2,2,2,4,1,1,24,25,33,11,23,14,39,4,37,30 - 44,25 - 32,some additional training,Not in a relationship
301,MALES,54,MARRIED FIRST TIME,NO,COMPLETED UNDERGRADUATE,"TIME (lack of time, too much to do)",NO,0,4,1,4,2,5,4,1,4,1,1,4,1,1,4,1,1,2,1,4,4,1,4,1,1,3,3,1,4,1,5,4,2,1,6,6,7,7,7,1,1,2,5,4,1,5,5,2,1,4,4,1,4,1,4,1,4,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,1,1,2,1,5,4,4,1,1,2,2,5,5,2,2,5,4,2,4,4,4,4,4,1,2,1,1,4,4,4,4,4,5,4,5,5,1,1,24,28,37,11,33,13,40,8,48,45+,50+,completed undergrad uni,Not in a relationship
31,FEMALES,27,MARRIED FIRST TIME,YES,SOME SECONDARY,CHILDREN,NO,0,3,3,5,2,2,5,2,4,1,1,4,4,4,5,5,4,3,1,5,4,5,5,2,4,4,5,4,4,1,3,5,4,1,6,7,5,7,4,3,2,4,4,3,4,4,3,4,4,4,4,1,4,1,2,4,2,3,3,1,1,1,1,1,0,1,1,0,0,2,2,2,2,3,2,4,5,5,4,1,4,3,3,2,3,3,3,3,4,1,3,4,4,1,1,2,3,2,3,4,4,1,2,2,4,4,2,5,4,3,18,21,43,31,29,31,29,7,61,18 - 29,25 - 32,did not complete high school,Not in a relationship
233,FEMALES,21,SINGLE,NO,COMPLETED HIGHSCHOOL,WORK,NO,0,3,3,4,2,4,3,1,2,3,3,2,1,2,4,4,2,5,1,5,5,4,4,3,1,4,3,2,5,4,5,5,5,3,4,5,5,5,4,2,4,4,3,3,2,4,3,3,2,3,4,1,3,1,4,1,4,3,2,1,1,1,,0,0,0,1,0,0,1,4,4,4,3,4,3,4,3,4,4,4,3,3,4,3,4,4,3,4,3,4,2,2,4,3,3,3,2,3,4,4,4,2,3,5,2,3,2,2,3,21,19,45,29,23,28,35,,61,18 - 29,18 - 24,completed high school,In a relationship
159,FEMALES,65,DIVORCED,NO,SOME SECONDARY,LIFE IN GENERAL,NO,0,5,1,5,1,5,1,1,4,1,1,4,1,1,5,1,1,5,1,5,5,2,5,2,2,5,5,1,4,1,4,4,1,1,6,6,6,6,6,3,2,3,2,3,2,4,4,3,3,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,4,5,5,3,3,5,3,1,1,3,5,5,5,5,4,4,4,4,4,4,3,2,2,4,4,4,4,4,5,5,3,3,5,5,30,28,47,13,30,27,40,10,79,45+,50+,did not complete high school,In a relationship
139,FEMALES,32,MARRIED FIRST TIME,NO,SOME ADDITIONAL TRAINING, ,NO, ,3,3,4,2,4,1,1,4,1,1,4,2,2,4,2,1,1,1,3,4,1,4,1,3,1,1,1,1,1,1,1,1,1,4,4,4,3,2,2,2,2,4,3,2,3,3,2,2,4,4,1,2,1,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,5,4,5,3,2,2,1,4,4,4,3,3,4,3,2,2,4,4,3,4,5,4,4,4,3,3,2,3,3,3,4,4,2,3,4,1,2,5,3,4,4,23,26,21,13,17,23,34,10,61,30 - 44,25 - 32,some additional training,Not in a relationship
20,FEMALES,42,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,MONEY/FINANCES,NO,0,4,4,3,3,3,3,3,4,2,2,2,2,2,2,3,1,1,1,1,2,2,2,1,3,2,3,1,1,1,2,3,1,1,3,4,4,1,2,2,3,2,4,2,3,3,3,2,2,4,4,1,3,4,4,1,3,2,1,0,1,1,0,1,0,1,0,0,0,1,4,3,3,5,1,2,3,5,5,2,1,4,1,4,4,1,1,2,3,3,2,3,3,3,3,2,4,3,3,4,1,4,3,4,5,2,4,4,2,2,18,20,19,15,14,26,34,4,52,30 - 44,41 - 49,some additional training,Not in a relationship
533,MALES,38,SINGLE,NO,COMPLETED UNDERGRADUATE,LIFE IN GENERAL,NO,0,4,4,5,3,4,5,4,4,2,2,4,2,4,5,1,1,4,4,5,5,2,5,5,4,5,5,1,5,1,5,5,2,2,5,4,3,4,2,3,2,3,5,4,3,3,4,3,3,4,4,2,3,1,4,4,3,4,4,1,1,1,0,0,1,0,0,0,0,1,3,5,5,4,5,2,5,5,5,4,5,1,5,2,2,5,5,2,3,1,1,3,3,3,1,1,2,3,2,3,4,1,1,1,5,3,4,2,4,4,19,19,49,23,18,25,28,4,77,30 - 44,33 - 40,completed undergrad uni,In a relationship
236,FEMALES,26,SINGLE,NO,SOME ADDITIONAL TRAINING, ,NO,0,2,1,4,4,4,4,3,3,1,2,3,2,3,2,2,1,2,1,3,4,1,3,1,2,1,2,1,1,1,3,1,1,1,5,5,4,4,2,3,2,3,4,3,3,3,3,4,3,4,4,2,4,1,4,1,4,2,1,1,1,1,1,1,0,1,0,0,0,2,4,5,1,5,3,2,5,4,5,5,2,1,2,5,5,1,1,5,2,2,2,4,3,3,2,2,3,3,3,3,4,4,3,4,4,2,4,1,1,1,19,20,22,12,20,29,38,6,48,18 - 29,25 - 32,some additional training,In a relationship
154,FEMALES,52,REMARRIED,YES,SOME ADDITIONAL TRAINING,"TIME (lack of time, too much to do)",NO,0,4,1,4,1,5,1,3,3,3,3,3,2,1,4,1,2,4,1,5,5,1,4,1,1,5,4,2,4,1,5,4,2,1,7,7,7,7,6,2,5,3,5,4,4,2,4,2,4,4,4,1,3,1,4,1,4,1,1,1,1,1,0,1,0,0,1,0,1,2,4,4,4,5,5,2,3,4,3,3,3,3,3,2,2,4,4,5,5,5,2,2,2,3,4,1,2,4,2,4,4,4,4,4,4,2,4,3,4,4,28,19,44,13,34,29,39,6,66,45+,50+,some additional training,Not in a relationship
477,FEMALES,36,STEADY RELATIONSHIP,NO,COMPLETED HIGHSCHOOL,WORK,NO, ,3,4,2,4,3,3,3,2,2,2,3,3,3,2,4,3,2,1,2,1,4,2,3,3,2,2,2,2,2,2,3,5,5,5,5,5,4,2,4,5,5,2,2,3,2,3,3,4,3,3,2,3,2,3,3,3,2,3,1,1,1,1,1,1,1,1,1,0,5,4,3,2,2,2,4,2,3,4,5,2,2,2,5,2,2,2,2,2,3,2,3,3,2,2,4,4,4,3,3,3,2,3,2,1,2,2,1,1,4,15,17,20,32,21,39,28,9,39,30 - 44,33 - 40,completed high school,Not in a relationship
495,FEMALES,60,MARRIED FIRST TIME,YES,POSTGRADUATE COMPLETED,FAMILY,NO, ,5,4,4,1,5,1,4,2,4,4,2,4,3,4,5,4,2,1,3,3,4,2,3,4,3,4,4,3,3,3,5,4,4,6,3,6,6,2,5,4,4,4,3,4,3,3,4,4,3,3,2,3,1,3,3,3,3,3,1,1,1,0,1,1,1,0,0,0,4,2,3,2,4,4,5,2,2,2,2,3,1,1,4,5,2,3,2,5,5,1,1,1,1,2,2,3,3,3,3,4,2,2,2,2,4,1,4,2,1,26,10,32,36,23,36,28,6,43,45+,50+,completed postgrad uni,Not in a relationship
344,FEMALES,33,MARRIED FIRST TIME,YES,SOME SECONDARY,CHILDREN,NO,0,1,5,1,5,5,5,4,2,4,4,4,4,4,3,5,5,1,1,1,5,5,1,1,5,5,1,1,4,5,5,1,5,1,1,2,2,3,1,3,5,5,2,1,2,1,1,1,5,1,2,4,3,4,2,4,1,4,4,1,1,1,0,0,0,0,0,1,0,5,5,4,1,1,1,5,1,1,3,5,2,1,1,5,5,1,1,1,1,1,1,1,1,1,1,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,10,11,27,34,9,40,18,4,24,30 - 44,33 - 40,did not complete high school,Not in a relationship
132,MALES,54,MARRIED FIRST TIME,NO,SOME SECONDARY, ,NO, ,3,3,3,2,3,2,3,2,3,2,2,3,2,4,3,4,4,2,3,5,2,3,4,4,3,3,4,5,3,4,3,4,3,5,6,3,3,2,3,3,3,3,3,2,3,3,4,2,4,4,3,3,3,3,2,3,2,1,0,1,1,1,0,0,1,0,1,0,3,3,3,3,2,3,4,3,4,4,2,4,2,4,2,3,4,4,3,4,4,2,2,3,2,3,3,3,3,3,2,2,3,3,4,3,3,2,4,4,3,20,16,37,33,19,29,31,5,59,45+,50+,did not complete high school,Not in a relationship
119,FEMALES,68,DIVORCED,NO,COMPLETED HIGHSCHOOL,FAMILY,NO,0,5,1,5,1,5,1,1,4,1,1,4,1,1,4,1,1,3,1,5,5,1,3,1,1,5,5,1,2,1,3,5,1,1,7,7,7,7,7,3,1,1,5,5,1,5,5,2,1,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,0,0,1,0,1,1,1,5,5,5,5,3,3,4,4,2,5,5,5,1,1,5,5,5,5,5,4,4,4,4,4,1,1,1,1,4,4,4,4,4,5,5,3,4,5,5,30,28,40,10,35,13,40,7,83,45+,50+,completed high school,In a relationship
340,FEMALES,66,MARRIED FIRST TIME,NO,SOME SECONDARY,HEALTH/ILLNESS,NO,0,5,3,4,1,4,1,3,3,4,4,4,3,3,5,2,1,4,1,3,3,1,4,1,2,3,3,2,4,1,4,4,3,1,6,6,7,7,6,4,3,3,3,2,3,3,3,3,4,4,4,1,3,1,4,1,4,1,1,1,1,1,1,1,0,1,1,1,0,1,1,4,4,4,3,1,5,5,5,1,5,3,3,3,2,2,4,3,5,5,2,1,1,2,2,3,4,3,3,4,4,4,4,4,5,5,5,5,3,4,26,15,37,15,32,33,39,8,74,45+,50+,did not complete high school,Not in a relationship
258,FEMALES,24,LIVING WITH PARTNER,NO,COMPLETED UNDERGRADUATE,LIFE IN GENERAL,YES,210,5,1,4,1,4,1,2,4,1,1,4,1,1,4,1,1,4,1,5,5,1,4,1,1,3,4,1,2,1,3,4,1,1,4,6,6,7,2,2,1,4,3,4,5,4,2,2,4,4,4,1,4,1,4,1,4,1,1,0,1,1,1,0,0,0,0,0,1,2,4,4,4,4,2,4,2,4,4,2,2,4,2,2,3,1,4,5,5,5,3,4,4,4,4,3,2,2,4,4,4,4,4,4,4,2,2,4,4,3,28,27,38,10,25,29,40,4,56,18 - 29,18 - 24,completed undergrad uni,Not in a relationship
439,FEMALES,38,SINGLE,NO,POSTGRADUATE COMPLETED,WORK,NO,0,3,1,4,1,5,1,1,4,1,1,4,2,1,5,2,2,3,1,5,4,1,4,1,2,1,4,2,5,2,5,4,2,1,4,5,6,5,4,2,1,2,5,5,2,5,5,3,1,4,4,1,3,1,4,1,3,2,1,1,1,0,1,1,0,0,1,0,0,2,3,4,3,4,4,3,2,4,4,2,3,4,3,2,2,3,4,5,5,5,4,4,4,3,4,1,1,1,1,4,4,4,3,4,4,3,3,4,4,4,27,27,40,16,24,15,37,5,64,30 - 44,33 - 40,completed postgrad uni,In a relationship
22,FEMALES,57,MARRIED FIRST TIME,NO,SOME ADDITIONAL TRAINING,MONEY/FINANCES,NO,0,3,2,5,2,4,2,2,4,2,2,4,4,4,5,1,1,3,1,3,5,1,3,1,1,3,4,1,3,1,3,5,1,1,5,6,4,4,4,3,3,2,4,3,4,3,3,3,3,4,4,2,4,3,4,3,2,4,4,1,1,1,1,0,0,0,0,0,0,2,3,5,5,4,3,3,3,3,4,2,3,4,3,4,1,3,5,4,4,4,3,3,3,1,1,2,3,3,3,3,2,2,1,1,4,3,3,4,2,5,24,19,37,10,23,29,27,4,66,45+,50+,some additional training,Not in a relationship
458,MALES,50,SEPARATED,YES,POSTGRADUATE COMPLETED,SPOUSE OR PARTNER,NO,0,3,1,2,3,3,4,2,3,2,2,1,3,2,1,5,3,1,1,3,4,5,3,1,2,1,3,4,2,3,2,3,4,4,2,2,2,2,2,1,4,4,4,3,5,4,2,2,4,4,4,3,4,1,3,3,3,2,2,1,1,1,0,0,0,1,1,0,0,2,3,4,2,3,4,4,2,4,2,3,4,4,4,3,2,4,4,5,3,2,3,3,3,2,3,2,3,2,4,2,4,2,3,3,4,3,2,3,3,4,18,18,23,32,10,31,32,5,60,45+,50+,completed postgrad uni,In a relationship
541,MALES,50,MARRIED FIRST TIME,YES,POSTGRADUATE COMPLETED,WORK,NO,0,3,2,3,2,4,2,1,2,4,1,3,3,2,2,4,3,2,2,3,1,4,1,1,2,1,3,4,3,2,2,1,3,2,3,4,1,3,3,3,3,5,4,4,4,4,3,2,4,2,4,2,2,1,1,4,2,3,3,1,1,1,1,1,0,0,1,1,1,2,4,4,2,4,3,4,4,5,3,3,3,2,2,3,2,3,4,4,4,4,4,1,4,2,3,2,2,2,3,3,4,1,2,2,4,2,2,3,3,4,22,19,19,27,14,30,23,8,57,45+,50+,completed postgrad uni,Not in a relationship
370,FEMALES,24,SINGLE,NO,SOME ADDITIONAL TRAINING,LIFE IN GENERAL,YES,150,1,2,4,4,3,3,2,3,3,1,4,2,4,3,1,1,2,2,3,3,2,3,1,2,2,1,1,3,1,2,3,1,1,2,2,3,5,7,3,4,3,3,3,2,3,3,4,3,3,2,2,3,2,2,4,2,4,2,1,1,1,0,1,1,0,1,1,1,3,2,5,4,2,2,4,3,4,4,2,2,1,2,3,3,2,2,4,2,3,3,2,4,3,1,3,3,3,3,3,3,1,1,3,3,4,2,4,3,3,17,20,25,13,19,31,23,8,52,18 - 29,18 - 24,some additional training,In a relationship
362,FEMALES,46,MARRIED FIRST TIME,YES,SOME SECONDARY,MONEY/FINANCES,NO,0,3,4,5,2,4,4,1,3,3,2,4,2,1,5,5,4,3,2,3,4,4,4,3,3,1,2,3,2,1,3,3,3,1,6,6,6,6,6,4,3,3,4,4,4,4,4,2,1,4,4,1,3,1,4,1,4,1,1,1,1,1,1,0,0,1,1,1,1,3,2,3,3,4,4,5,2,5,5,2,4,4,2,2,2,3,3,2,4,2,4,2,3,3,4,2,2,2,2,4,4,4,4,4,3,4,1,4,4,4,20,23,30,29,30,25,39,8,62,45+,41 - 49,did not complete high school,Not in a relationship
180,FEMALES,70,MARRIED FIRST TIME,NO,SOME SECONDARY,SPOUSE OR PARTNER,NO,0,5,1,5,1,5,1,3,3,2,4,4,4,4,4,5,1,4,1,2,5,5,4,1,1,3,4,1,1,1,2,3,4,4,2,2,2,2,2,5,5,4,4,3,5,4,3,5,4,4,4,4,3,4,4,4,4,3,2,1,1,1,1,1,1,1,1,0,0,1,1,4,5,5,3,5,3,4,4,5,5,2,4,4,2,2,4,5,5,5,2,3,1,1,1,2,3,2,3,1,1,1,2,3,5,5,1,1,2,4,30,15,32,24,10,38,27,8,63,45+,50+,did not complete high school,Not in a relationship
345,FEMALES,30,MARRIED FIRST TIME,YES,SOME SECONDARY,FAMILY,NO,0,2,4,5,4,4,3,4,3,4,1,4,3,1,3,1,4,4,1,2,4,1,3,1,2,1,1,3,4,1,1,3,3,1,5,6,7,7,2,1,1,4,4,4,2,4,4,2,2,4,4,1,4,1,3,4,3,1,1,1,1,1,0,1,1,1,1,0,0,5,4,4,2,4,1,1,3,5,5,5,4,1,2,5,5,1,1,2,2,3,1,1,4,2,4,2,2,2,2,4,4,1,4,4,1,2,5,1,1,1,18,19,26,18,27,20,35,7,44,30 - 44,25 - 32,did not complete high school,Not in a relationship
229,FEMALES,21,SINGLE,NO,COMPLETED HIGHSCHOOL,WORK,NO,0,4,3,3,2,4,3,2,3,3,2,2,3,2,3,4,4,1,2,4,3,4,2,2,4,3,3,4,4,4,3,3,4,3,3,6,5,5,5,3,3,5,3,3,3,2,2,4,4,4,4,1,3,2,3,2,3,3,3,1,1,0,0,0,0,0,1,0,1,2,4,2,2,2,3,4,2,3,3,3,2,2,3,2,2,3,4,3,4,3,3,2,3,2,3,3,3,4,4,4,3,3,2,2,4,2,2,3,4,4,21,18,29,35,24,36,31,4,50,18 - 29,18 - 24,completed high school,In a relationship
507,FEMALES,46,LIVING WITH PARTNER,NO,SOME ADDITIONAL TRAINING,WORK,NO,0,1,5,1,4,2,5,4,2,4,4,2,4,4,3,3,2,4,1,3,4,3,1,4,4,2,2,2,3,4,2,3,2,1,3,3,3,5,3,3,4,4,2,3,5,2,2,4,4,3,3,2,2,3,2,3,2,4,4,0,0,0,0,0,0,0,0,0,0,5,4,1,1,1,1,4,1,1,2,4,1,2,1,5,5,1,1,1,2,1,1,1,1,1,1,4,3,4,4,3,2,2,1,1,1,2,2,2,1,1,8,9,27,26,17,39,21,0,23,45+,41 - 49,some additional training,Not in a relationship
546,MALES,58,MARRIED FIRST TIME,YES,POSTGRADUATE COMPLETED,MONEY/FINANCES,NO,0,4,1,4,1,4,1,2,4,1,1,4,1,1,3,1,1,5,1,4,4,1,4,1,1,4,4,1,4,1,4,4,1,1,7,7,7,7,7,1,1,1,2,4,1,5,5,1,1,4,4,1,4,1,4,1,4,2,4,1,1,1,0,1,0,0,1,0,1,1,1,5,5,5,3,2,5,5,5,1,4,4,2,4,4,2,4,5,5,5,3,4,4,4,4,4,2,1,1,4,4,4,3,1,5,5,4,5,2,2,27,27,40,10,35,14,36,6,72,45+,50+,completed postgrad uni,Not in a relationship
133,FEMALES,23,SINGLE,NO,SOME ADDITIONAL TRAINING,WORK,NO, ,3,2,5,3,4,2,2,4,3,2,3,3,3,4,4,4,4,1,4,3,4,4,1,3,4,3,4,4,1,4,3,4,4,3,4,5,6,4,3,2,4,4,4,2,3,3,3,2,3,4,1,3,1,3,1,3,2,2,0,1,1,1,0,0,1,0,0,0,4,4,3,3,3,3,3,4,4,2,3,4,2,3,3,2,3,4,4,3,4,3,2,3,2,2,2,2,3,3,4,4,4,3,3,2,2,3,3,3,4,23,19,37,30,22,26,34,4,55,18 - 29,18 - 24,some additional training,In a relationship
263,MALES,49,MARRIED FIRST TIME,NO,POSTGRADUATE COMPLETED,WORK,NO,0,3,4,3,4,3,3,2,3,4,2,3,2,3,4,4,3,2,2,4,4,3,3,4,4,2,3,3,3,3,3,3,4,4,2,2,2,2,1,3,3,3,3,3,3,3,2,4,3,4,4,2,3,2,3,3,3,4,2,1,1,0,0,0,0,0,0,0,0,4,4,2,2,3,3,4,2,2,2,4,3,2,2,2,2,2,3,2,2,3,3,1,3,3,2,3,3,3,4,3,3,2,1,3,2,2,2,2,4,4,16,18,31,34,9,32,29,2,44,45+,41 - 49,completed postgrad uni,Not in a relationship
